Activity Name,Grade,Subject,Thumbnail,URL
"अनुपात, प्रतिशत र समानुपात",8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-ratio_percentage-and_proportion.png,https://epaath.olenepal.org/start.html?id=matrrp01&lang=np&grade=8
"नाफा, नोक्सान र छुट",8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-profit_loss_and_discount.png,https://epaath.olenepal.org/start.html?id=matpld01&lang=np&grade=8
ऐकिक नियम,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-unitary_method.png,https://epaath.olenepal.org/start.html?id=matume01&lang=np&grade=8
साधारण ब्याज,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-simple_interest.png,https://epaath.olenepal.org/start.html?id=matsim01&lang=np&grade=8
परिमिति,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-Perimeter.png,https://epaath.olenepal.org/start.html?id=matper01&lang=np&grade=8
क्षेत्रफल,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-area.png,https://epaath.olenepal.org/start.html?id=matare01&lang=np&grade=8
आयतन,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-volume.png,https://epaath.olenepal.org/start.html?id=matvol01&lang=np&grade=8
घाताङ्‍कका नियमहरूको प्रयोग,8,math,https://epaath.olenepal.org/images/thumb/math/exponents_8/thumbnail.png,https://epaath.olenepal.org/start.html?id=matexe01&lang=np&grade=8
खण्डीकरण,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-factorization.png,https://epaath.olenepal.org/start.html?id=matfct01&lang=np&grade=8
ल.स. र म.स.,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-HCF_and_LCM.png,https://epaath.olenepal.org/start.html?id=mathcf01&lang=np&grade=8
समिकरण र असमानता,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-equation-and-inequality.png,https://epaath.olenepal.org/start.html?id=mateni01&lang=np&grade=8
त्रिभुज,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-Triangles.png,https://epaath.olenepal.org/start.html?id=mattri01&lang=np&grade=8
चतुर्भुजको परिचय,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-Quadrilateral.png,https://epaath.olenepal.org/start.html?id=matqug01&lang=np&grade=8
वृत्त,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-circle.png,https://epaath.olenepal.org/start.html?id=matcir01&lang=np&grade=8
बहुभुजको रचना,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-polygon.png,https://epaath.olenepal.org/start.html?id=matpol01&lang=np&grade=8
स्थानान्तरण,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-Transformation.png,https://epaath.olenepal.org/start.html?id=matref01&lang=np&grade=8
दिशास्थिति र स्केल ड्रइङ,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-bearing.png,https://epaath.olenepal.org/start.html?id=matbng01&lang=np&grade=8
वृत्तचित्र,8,math,https://epaath.olenepal.org/images/thumb/math/piec_thumbnail.png,https://epaath.olenepal.org/start.html?id=matpie01&lang=np&grade=8
तथ्याङ्क शास्त्र,8,math,https://epaath.olenepal.org/images/main/math/Grade8/Grade8-mean-median-mode.png,https://epaath.olenepal.org/start.html?id=matmea01&lang=np&grade=8
Measurement,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Measurement.png,https://epaath.olenepal.org/start.html?id=scimes01&lang=en&grade=8
Plant tissue,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-plant_cell_and_tissue.png,https://epaath.olenepal.org/start.html?id=scipc001&lang=en&grade=8
Animal tissue,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-animals-cells_and_tissues.png,https://epaath.olenepal.org/start.html?id=sciac001&lang=en&grade=8
Cells and Tissue,8,science,https://epaath.olenepal.org/images/main/science/Grade7/Cell.png,https://epaath.olenepal.org/start.html?id=scicel01&lang=en&grade=8
"Microbes - Bacteria, virus and fungi",8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Microbs.png,https://epaath.olenepal.org/start.html?id=scimic01&lang=en&grade=8
Bio diversity,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-environment.png,https://epaath.olenepal.org/start.html?id=scibdn01&lang=en&grade=8
Human Circulatory System,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Circulatory_System.png,https://epaath.olenepal.org/start.html?id=scicsy01&lang=en&grade=8
Reproductive System,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-reproduction.png,https://epaath.olenepal.org/start.html?id=scirsy01&lang=en&grade=8
Velocity and acceleration,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Velocity_and_acceleration.png,https://epaath.olenepal.org/start.html?id=scivna01&lang=en&grade=8
Lever,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-lever.png,https://epaath.olenepal.org/start.html?id=scilev01&lang=en&grade=8
Pressure,8,science,https://epaath.olenepal.org/images/thumb/science/pressure_outer_thumbnail_01.png,https://epaath.olenepal.org/start.html?id=scipss01&lang=en&grade=8
Atmospheric Pressure,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-pressure.png,https://epaath.olenepal.org/start.html?id=sciapr01&lang=en&grade=8
Heat transmission,8,science,https://epaath.olenepal.org/images/thumb/science/heat_transmission_thumbnail_gr_8.png,https://epaath.olenepal.org/start.html?id=scihtn01&lang=en&grade=8
Light,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Light_and_Mirror.png,https://epaath.olenepal.org/start.html?id=scimir01&lang=en&grade=8
Ray Diagram,8,science,https://epaath.olenepal.org/images/thumb/science/ray_diagram_thumbnail_grade-08-01.png,https://epaath.olenepal.org/start.html?id=scirdy01&lang=en&grade=8
Sound,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-sound.png,https://epaath.olenepal.org/start.html?id=scisou01&lang=en&grade=8
Electricity,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Electricity.png,https://epaath.olenepal.org/start.html?id=sciele01&lang=en&grade=8
Magnet,8,science,https://epaath.olenepal.org/images/main/science/Grade7/magnet.png,https://epaath.olenepal.org/start.html?id=scimag01&lang=en&grade=8
Periodic Table,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Periodic_Table.png,https://epaath.olenepal.org/start.html?id=sciped01&lang=en&grade=8
Chemical Reaction,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Chemical_Reaction.png,https://epaath.olenepal.org/start.html?id=scicrx01&lang=en&grade=8
Acid Base and Salt,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-acid_base_salt.png,https://epaath.olenepal.org/start.html?id=sciabs01&lang=en&grade=8
Metal and Non Metal,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Metal_and_non_metal.png,https://epaath.olenepal.org/start.html?id=scimnm01&lang=en&grade=8
Minerals,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Minerals.png,https://epaath.olenepal.org/start.html?id=scimnr01&lang=en&grade=8
नाप,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Measurement.png,https://epaath.olenepal.org/start.html?id=scimes01&lang=np&grade=8
वनस्पति तन्तु,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-plant_cell_and_tissue.png,https://epaath.olenepal.org/start.html?id=scipc001&lang=np&grade=8
जनावर तन्तु,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-animals-cells_and_tissues.png,https://epaath.olenepal.org/start.html?id=sciac001&lang=np&grade=8
कोष र तन्तु,8,science,https://epaath.olenepal.org/images/main/science/Grade7/Cell.png,https://epaath.olenepal.org/start.html?id=scicel01&lang=np&grade=8
"सुक्ष्म जीव - व्याक्टेरिया, भाइरस र फन्‍जाइ",8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Microbs.png,https://epaath.olenepal.org/start.html?id=scimic01&lang=np&grade=8
जैविक विविधता,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-environment.png,https://epaath.olenepal.org/start.html?id=scibdn01&lang=np&grade=8
मानव रक्तसञ्चार प्रणाली,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Circulatory_System.png,https://epaath.olenepal.org/start.html?id=scicsy01&lang=np&grade=8
प्रजनन प्रणाली,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-reproduction.png,https://epaath.olenepal.org/start.html?id=scirsy01&lang=np&grade=8
गति र प्रवेग,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Velocity_and_acceleration.png,https://epaath.olenepal.org/start.html?id=scivna01&lang=np&grade=8
उत्तोलक,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-lever.png,https://epaath.olenepal.org/start.html?id=scilev01&lang=np&grade=8
चाप,8,science,https://epaath.olenepal.org/images/thumb/science/pressure_outer_thumbnail_01.png,https://epaath.olenepal.org/start.html?id=scipss01&lang=np&grade=8
वायुमण्डलीय चाप,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-pressure.png,https://epaath.olenepal.org/start.html?id=sciapr01&lang=np&grade=8
ताप प्रसारण,8,science,https://epaath.olenepal.org/images/thumb/science/heat_transmission_thumbnail_gr_8.png,https://epaath.olenepal.org/start.html?id=scihtn01&lang=np&grade=8
प्रकाश,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Light_and_Mirror.png,https://epaath.olenepal.org/start.html?id=scimir01&lang=np&grade=8
रेखा चित्र,8,science,https://epaath.olenepal.org/images/thumb/science/ray_diagram_thumbnail_grade-08-01.png,https://epaath.olenepal.org/start.html?id=scirdy01&lang=np&grade=8
ध्वनि,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-sound.png,https://epaath.olenepal.org/start.html?id=scisou01&lang=np&grade=8
विद्युत,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Electricity.png,https://epaath.olenepal.org/start.html?id=sciele01&lang=np&grade=8
चुम्बक,8,science,https://epaath.olenepal.org/images/main/science/Grade7/magnet.png,https://epaath.olenepal.org/start.html?id=scimag01&lang=np&grade=8
पेरियोडिक टेबल,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Periodic_Table.png,https://epaath.olenepal.org/start.html?id=sciped01&lang=np&grade=8
रासायनिक प्रतिक्रिया,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Chemical_Reaction.png,https://epaath.olenepal.org/start.html?id=scicrx01&lang=np&grade=8
अम्ल क्षार र लवण,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-acid_base_salt.png,https://epaath.olenepal.org/start.html?id=sciabs01&lang=np&grade=8
धातु र अधातु,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Metal_and_non_metal.png,https://epaath.olenepal.org/start.html?id=scimnm01&lang=np&grade=8
खनिज,8,science,https://epaath.olenepal.org/images/main/science/Grade8/Grade8-Minerals.png,https://epaath.olenepal.org/start.html?id=scimnr01&lang=np&grade=8
Asking for Information,8,english,https://epaath.olenepal.org/images/thumb/english/asking_for_information_thumbnail.png,https://epaath.olenepal.org/start.html?id=engafi01&lang=en&grade=8
Reading a Map,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Reading_a_Map.png,https://epaath.olenepal.org/start.html?id=eng8l101&lang=en&grade=8
Following Directions,8,english,https://epaath.olenepal.org/images/thumb/english/following_directions01.png,https://epaath.olenepal.org/start.html?id=eng8l201&lang=en&grade=8
Nepal’s Historical Highlights,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Historical_Highlights.png,https://epaath.olenepal.org/start.html?id=eng68501&lang=en&grade=8
A Visit to the Blind School,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-A_visit_to_the_blind_school.png,https://epaath.olenepal.org/start.html?id=eng8l301&lang=en&grade=8
Participating in a Fair,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Participating_in_a_Fair.png,https://epaath.olenepal.org/start.html?id=eng81901&lang=en&grade=8
Our Grandparents,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Our_Grandparents.png,https://epaath.olenepal.org/start.html?id=eng81601&lang=en&grade=8
Leonardo Da Vinci,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Leonardo_da_Vinci.png,https://epaath.olenepal.org/start.html?id=eng80701&lang=en&grade=8
Ecotourism in Nepal,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Ecotourism_in_Nepal.png,https://epaath.olenepal.org/start.html?id=eng81101&lang=en&grade=8
Festival of the Tharus,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Festival_of_the_Tharus.png,https://epaath.olenepal.org/start.html?id=eng8l801&lang=en&grade=8
Indigenous Communities,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Indigenous_Communities.png,https://epaath.olenepal.org/start.html?id=eng73601&lang=en&grade=8
A Visit to a National Park,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-A_visit_to_a_national_park.png,https://epaath.olenepal.org/start.html?id=eng8l501&lang=en&grade=8
Debate,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Debate.png,https://epaath.olenepal.org/start.html?id=eng83801&lang=en&grade=8
Expressing preferences,8,english,https://epaath.olenepal.org/images/thumb/english/expree_like_dislike_thumbnail.png,https://epaath.olenepal.org/start.html?id=engldn01&lang=en&grade=8
Expressing Conditions,8,english,https://epaath.olenepal.org/images/thumb/english/expressing_conditions_thumbnail.png,https://epaath.olenepal.org/start.html?id=engexc01&lang=en&grade=8
Climate Change,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Climate_change.png,https://epaath.olenepal.org/start.html?id=eng81001&lang=en&grade=8
A Day in the Life of a Journalist,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-A_day_in_the_life_of_a_journalist.png,https://epaath.olenepal.org/start.html?id=eng83201&lang=en&grade=8
Poem,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Poem.png,https://epaath.olenepal.org/start.html?id=eng90501&lang=en&grade=8
Marginalized Groups,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Marginalized_Groups.png,https://epaath.olenepal.org/start.html?id=eng8l001&lang=en&grade=8
Natural Disaster,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Natural_Disaster.png,https://epaath.olenepal.org/start.html?id=eng81301&lang=en&grade=8
Changing Society,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Changing_Society.png,https://epaath.olenepal.org/start.html?id=eng74301&lang=en&grade=8
Nepali Musical Traditions,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Nepali_Musical_Traditions.png,https://epaath.olenepal.org/start.html?id=eng81801&lang=en&grade=8
Nobel Peace Prize Winners,8,english,https://epaath.olenepal.org/images/main/english/Grade8/Grade8-Nobel_Peace_Prize_Winners.png,https://epaath.olenepal.org/start.html?id=eng51601&lang=en&grade=8
